"","Nomducampement","Old_person","Adulte","Enfant","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","median","max"
"162","Mabanga1",0,0,1,"D244","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,2834.3803949911,2514.98629376875,0,0,2140.44170579944,0,0,0,0,0,0,0,0,0,0,0,0,0,27586.0464578209,13588.9132260765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834.3803949911,27586.0464578209
"163","Mabanga1",0,1,0,"D245","F","Bongoye",4,"Adulte",0,0,0,0,0,0,0,0,3544.52508164835,2834.3803949911,2514.98629376875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27586.0464578209,0,0,0,0,0,0,73207.2178183462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544.52508164835,73207.2178183462
"164","Kokosso",0,0,1,"D246","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,4036.52120984016,3624.75764686816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120.0273086659,9822.1186949114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6929.31995237577,24120.0273086659
"165","Kokosso",0,0,1,"D247","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,6567.53089270693,4036.52120984016,3624.75764686816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70184.0486742242,0,0,0,0,37512.1872824212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6567.53089270693,70184.0486742242
"166","Kokosso",0,0,0,"D248","M","Boucy-boucy",NA,"Adolescent",0,0,0,0,0,0,0,0,0,3624.75764686816,3535.10262281726,3817.6248337971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120.0273086659,0,0,0,0,0,0,70184.0486742242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817.6248337971,70184.0486742242
"167","Kokosso",0,0,1,"D249","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,4036.52120984016,3624.75764686816,3535.10262281726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120.0273086659,9822.1186949114,0,0,0,0,0,70184.0486742242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6929.31995237577,70184.0486742242
"168","Cacao",0,1,0,"D25","M","Maoangouma",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15633.2957253897,0,0,0,0,0,0,32231.654925458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23932.4753254238,32231.654925458
"169","Kokosso",0,1,0,"D250","F","Boucy-boucy",8,"Adulte",0,0,0,0,0,0,0,0,0,3624.75764686816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120.0273086659,9822.1186949114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9822.1186949114,24120.0273086659
"170","Kokosso",0,0,1,"D251","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,3624.75764686816,3535.10262281726,3817.6248337971,2638.29444203681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120.0273086659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3624.75764686816,24120.0273086659
"171","Kokosso",0,1,0,"D252","F","Boucy-boucy",1,"Adulte",0,0,0,0,0,0,0,0,0,3624.75764686816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120.0273086659,9822.1186949114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9822.1186949114,24120.0273086659
"172","Kokosso",0,1,0,"D253","F","Mafouete",1,"Adulte",0,0,0,0,0,0,0,0,4036.52120984016,3624.75764686816,3535.10262281726,3817.6248337971,2638.29444203681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306.46286482821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721.19124033263,5306.46286482821
"173","Kokosso",0,1,0,"D254","M",NA,1,"Adulte",0,0,0,0,0,0,0,6567.53089270693,4036.52120984016,3624.75764686816,3535.10262281726,0,0,0,0,35998.5664202498,36275.5152401433,37989.9890712087,0,0,0,0,0,0,0,0,0,0,0,0,218908.019333256,0,0,0,0,0,0,0,0,37512.1872824212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35998.5664202498,218908.019333256
"174","Kokosso",0,0,1,"D255","F",NA,NA,"Enfant",0,0,0,0,0,0,0,0,0,3624.75764686816,3535.10262281726,3817.6248337971,2638.29444203681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120.0273086659,0,0,0,0,0,0,70184.0486742242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721.19124033263,70184.0486742242
"175","Kokosso",0,0,1,"D256","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306.46286482821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306.46286482821,5306.46286482821
"176","Kokosso",0,1,0,"D257","M",NA,1,"Adulte",0,0,0,0,0,0,0,0,4036.52120984016,3624.75764686816,3535.10262281726,3817.6248337971,2638.29444203681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120.0273086659,0,0,0,0,0,0,0,0,0,0,0,37512.1872824212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817.6248337971,37512.1872824212
"177","Kokosso",0,0,0,"D258","F","Manfoueté",NA,"Adolescent",0,0,0,0,0,0,0,0,0,3624.75764686816,3535.10262281726,3817.6248337971,2638.29444203681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120.0273086659,0,0,0,0,0,0,0,0,0,0,0,37512.1872824212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721.19124033263,37512.1872824212
"178","Boleiké3",1,1,0,"D259","M","Motaba",NA,"Personne âgée",0,0,0,0,0,0,0,0,4747.21067011191,4132.54168633952,3915.81047798179,2954.61297643463,0,0,0,36315.9990185989,0,0,0,0,0,0,0,0,0,0,0,24639.3244620974,0,0,0,0,0,0,70296.5310618646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747.21067011191,70296.5310618646
"179","Cacao",0,0,1,"D26","M","Bondzale",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"180","Kokosso",0,0,0,"D260","F","Manfoueté",NA,"Adolescent",0,0,0,0,0,0,0,0,0,3624.75764686816,3535.10262281726,3817.6248337971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120.0273086659,0,0,0,0,0,0,70184.0486742242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817.6248337971,70184.0486742242
"181","Boleiké3",0,0,1,"D261","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,4747.21067011191,4132.54168633952,3915.81047798179,2954.61297643463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24639.3244620974,10839.6958976892,0,0,0,0,0,70296.5310618646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747.21067011191,70296.5310618646
"182","Boleiké3",0,0,1,"D262","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,4747.21067011191,4132.54168633952,3915.81047798179,2954.61297643463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24639.3244620974,10839.6958976892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4439.87617822571,24639.3244620974
"183","Boleiké3",0,1,0,"D263","F","Moumbelou",NA,"Adulte",0,0,0,0,0,0,0,0,4747.21067011191,4132.54168633952,3915.81047798179,2954.61297643463,0,0,0,36315.9990185989,0,0,0,0,0,0,0,0,0,0,0,24639.3244620974,0,0,0,0,0,0,70296.5310618646,0,0,0,0,0,0,0,0,109495.857128397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38767.3899001904,0,0,0,0,24639.3244620974,109495.857128397
"184","Boleiké3",0,0,1,"D264","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,4747.21067011191,4132.54168633952,3915.81047798179,2954.61297643463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4024.17608216065,4747.21067011191
"185","Boleiké3",0,1,0,"D265","M","Boucy-boucy",NA,"Adulte",0,0,0,0,0,0,0,6482.67372816664,4747.21067011191,4132.54168633952,3915.81047798179,2954.61297643463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24639.3244620974,10839.6958976892,0,0,0,0,0,70296.5310618646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5614.94219913927,70296.5310618646
"186","Boleiké3",0,1,0,"D266","F","Enyelle",1,"Adulte",0,0,0,0,0,0,0,0,4747.21067011191,4132.54168633952,3915.81047798179,2954.61297643463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17942.8642802016,24639.3244620974,0,0,0,0,0,0,0,0,0,63341.4944424523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747.21067011191,63341.4944424523
"187","Boleiké3",0,0,1,"D267","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,4747.21067011191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24639.3244620974,10839.6958976892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10839.6958976892,24639.3244620974
"188","Mabanga2",0,0,1,"D268","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"189","Mabanga2",0,0,1,"D269","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"190","Cacao",0,0,1,"D27","F","Bondzale",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"191","Mabanga2",0,0,1,"D270","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"192","Mabanga2",0,1,0,"D271","F","Boucy-boucy",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"193","Mabanga2",0,1,0,"D272","M","Boucy-boucy",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,2751.33707646763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26859.1751010659,12936.7464194269,5658.04995366291,0,0,0,0,72459.4818435515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12936.7464194269,72459.4818435515
"194","Mabanga2",0,0,1,"D273","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"195","Mabanga2",0,0,1,"D274","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"196","Mabanga2",0,0,1,"D275","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"197","Mabanga2",1,1,0,"D276","F","Boucy-boucy",NA,"Personne âgée",0,0,0,0,0,0,0,0,3781.50815444936,3060.32235436805,2751.33707646763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20137.3036113441,26859.1751010659,12936.7464194269,0,0,0,0,0,72459.4818435515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12936.7464194269,72459.4818435515
"198","Bélé",0,0,1,"D277","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"199","Bélé",0,0,1,"D278","F",NA,NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"200","Bélé",0,0,1,"D279","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"201","Cacao",0,0,1,"D28","M","Moangouma",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"202","Bélé",0,0,0,"D280","M","Boucy-boucy",NA,"Adolescent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72109.9021879649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72109.9021879649,72109.9021879649
"203","Bélé",0,0,1,"D281","M",NA,NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"204","Bélé",0,1,0,"D282","M",NA,NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72109.9021879649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787953.284553584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430031.593370774,787953.284553584
"205","Bélé",0,1,0,"D283","F","Manfoueté",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72109.9021879649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72109.9021879649,72109.9021879649
"206","Bélé",0,0,1,"D284","F","Manfoueté",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"207","Bélé",0,0,1,"D285","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"208","Bélé",1,1,0,"D286","M","Boucy-boucy",NA,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12376.5971844311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787953.284553584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400164.940869007,787953.284553584
"209","Massendjo",0,1,0,"D287","M","Losso",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084.0179398321,0,0,0,0,0,0,0,0,0,0,37020.7888483874,0,0,0,0,0,0,0,0,0,0,0,791105.678584702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37020.7888483874,791105.678584702
"210","Massendjo",0,0,1,"D288","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"211","Massendjo",0,0,1,"D289","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"212","Cacao",0,0,1,"D29","M","Bondzale",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"213","Massendjo",0,0,1,"D290","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"214","Massendjo",0,0,1,"D291","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"215","Massendjo",0,1,0,"D292","F","Dongou",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27778.642805764,0,0,222883.81929838,0,0,0,74090.6193816399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74090.6193816399,222883.81929838
"216","Massendjo",0,1,0,"D293","F","Boucy-boucy",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"217","Massendjo",0,0,1,"D294","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084.0179398321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084.0179398321,13084.0179398321
"218","Massendjo",0,1,0,"D295","F","Boucy-boucy",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27778.642805764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27778.642805764,27778.642805764
"219","Massendjo",0,0,1,"D296","M","Dongou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"220","Massendjo",0,0,1,"D297","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"221","Massendjo",0,0,1,"D298","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"222","Massendjo",0,0,1,"D299","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
